####################################################################################################
Online Supporting Information S2. 

The input maximum signal dataset including the maximum signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr8	133227844	133228111	0.063	4	6.8	1	11	10.12	2	2	7	5	3	29	27	23	12	24	12	423.88	19	32	14	43	19	23.5	17	17	325	12	5.5	31	12	91	14	5
chr9	100262662	100262948	0.058	7.8	1	3	4.68	4	71.84	3	2.12	6	5.32	6	12	6	7	7	8	8.88	5	7	4	12	10	5.5	13	8	4	10	5.5	9	8	9	6	4
chr5	10551412	10551925	0.111	4	28	4.36	18.92	11.44	3.44	2	13	4	2.96	16	25	44	14	57	165	4	25	19	26	282	22	22.1	21	20	24	16	3.3	26	48	36	20	1
chr8	76316999	76317305	0.05	8	2	34.4	4	92.44	24.68	2	12	5	5	9	28	10	14	18	3	6	8	12	15	10	7	4.1	5	6	7	7	4.6	15	7	13	13	2
chr20	4150110	4150575	0.048	1.6	8.76	2.92	17.08	11.68	5.92	6	3	9	10	8	11	8	10	9	16	6.48	8	8	9	8	12	6.9	7	7	9	6	1.8	10	6	14	17	2
chr19	10513733	10516613	0.555	6	38.12	102.32	15.68	151.56	22.24	4	86.96	9.96	127.92	22	123	18	14	31	16	155.76	18	29	30	50	56	12.8	16	20	197	15	7.8	217	61	61	15	4
chr10	33330906	33331297	0.057	8	13.56	7	22.36	14	4.8	2.36	7.88	4	3.48	13	7	11	9	11	9	7.72	12	13	13	15	17	11.1	7	7	8	8	1.8	11	17	15	12	4
chr10	128259939	128260189	0.045	7	4.2	1	16.68	9	3	1.44	6.04	4	2	5	12	6	7	13	8	17.76	11	14	6	19	13	8.3	9	6	24	7	2.8	11	8	18	8	2
chr19	13248035	13249964	0.065	4.72	7.84	2	11.44	6.52	4.6	16.08	10.28	21.6	8.08	10	9	25	8	10	5	5	8	9	8	7	11	4.1	8	10	7	8	13.8	8	9	11	13	5
chr11	124623228	124623463	0.046	5	4.68	1	5.76	3.32	51.36	2.24	4	6.24	1	3	6	6	4	6	9	5	5	6	5	10	9	2.8	8	3	2	6	6.4	11	4	9	8	2
chr8	82542982	82543593	0.142	7.2	4.84	35.8	12.52	63	15.16	2	9.92	1	2	10	12	11	15	14	7	13	11	9	11	19	11	8.3	10	8	12	14	3.7	25	39	21	10	4
chr22	50675221	50676179	0.086	7	8.56	5	19.36	8.8	3	9	9.36	10.92	12.76	16	17	16	12	10	11	135.2	11	11	12	9	13	6.9	10	13	28	13	7.3	13	12	22	12	3
chr17	29152884	29153180	0.048	6	7.32	1	6	8.36	1	1	2	4	3	3	7	14	13	10	9	21.04	8	7	2	14	9	6.2	4	5	34	11	3.2	7	7	11	10	3
chr4	7196051	7196844	0.096	2	5.32	4.84	9	9	19.16	4	6	9.64	6	6	6	9	8	6	8	54.96	12	8	13	11	10	4.1	10	8	33	10	3.7	10	7	24	16	4
chr7	75887231	75887715	0.081	6	4	4.8	10.84	7	3	6.52	10	3.52	5.68	8	6	10	10	12	8	32.36	9	9	11	13	9	4.1	6	12	56	7	2.8	18	8	15	12	3
chr6	170543375	170543681	0.051	1.76	4	1	3	2	4	3	5	4	4	6	7	2	4	7	3	3	7	4	7	3	7	2.8	6	5	6	3	5.5	8	4	7	14	5
chr4	109318196	109318332	0.038	4.36	3	2	12.28	8.6	1.6	6.6	2.88	6	3.76	1	5	6	7	5	3	1	4	6	4	5	7	2.8	2	2	10	8	0.9	7	10	8	10	4
chr20	49789609	49789921	0.06	8.64	6	2.92	4	4	4	4.24	6.88	1	5	10	14	13	10	23	9	32.6	10	25	5	13	17	99.5	14	13	28	11	3.7	13	13	40	89	3
chr2	234112888	234113375	0.052	8.76	7.48	3	6	0.48	2	4.96	4.6	1	5	3	3	1	3	8	4	6	5	5	4	5	4	1.4	2	7	5	4	7.3	7	4	8	7	1
chr14	74757101	74757417	0.051	2	8.52	2.84	9	3	2.52	13.24	7.24	6	4	9	12	7	10	9	6	95.44	15	12	3	23	21	17	16	9	46	12	4.6	26	10	33	13	1
chr20	46304069	46304662	0.174	2	6	2.24	13.76	6.44	1	7	5.72	4.32	6	4	7	14	7	10	5	5	8	14	12	13	13	4	5	8	14	7	4.6	12	9	10	8	2
chr16	3625332	3625980	0.047	3.8	10.12	2	6	3	4	4	8.24	3.8	4	6	9	8	7	13	7	4.44	7	7	7	6	8	2.8	3	10	6	9	3.7	7	12	14	12	2
chr1	246374147	246374367	0.051	2.92	9.12	1.48	13.8	5.56	1	7	4.24	12	4	11	10	7	8	10	6	2.44	10	21	6	14	32	27.6	8	6	15	6	1.8	29	8	12	12	2
chr19	8653278	8653512	0.047	6	3	2	3	2	4	1	3.36	12.52	4	10	4	6	7	7	5	5	6	9	5	9	7	4.1	5	5	8	3	2.8	7	5	8	6	1
chr1	223940108	223941095	0.275	5.28	10.72	4	19.84	17.68	6	8.64	14.48	6	4	13	14	25	11	22	8	7.64	14	19	11	18	18	6.9	9	15	15	9	6.4	23	29	16	13	4
chr17	28166044	28166266	0.054	11.04	14	4	9.56	9.84	1	2	5	7.4	5	8	9	18	2	8	7	10	6	9	7	22	15	28.5	9	9	3	5	3.7	22	6	4	9	3
chr4	147565024	147565341	0.086	2.4	2	1	3	3	35.12	2	4	10	3	10	14	4	9	8	15	1	15	7	5	23	12	5.5	20	13	11	8	8.3	48	11	60	9	4
chr19	18848183	18848691	0.061	4.96	7	1	6.2	2	1	2	5.68	4.96	5	6	6	6	4	8	9	7	9	12	1	10	6	12.4	6	5	7	3	3.7	9	8	15	16	5
chr2	127849988	127850231	0.044	4.16	7.28	1	6	3	1	2	6	2.28	9	3	6	7	5	6	8	14.64	4	3	8	6	7	1.4	3	5	5	5	2.8	8	2	8	7	1
chr16	80500244	80500640	0.114	6.84	8	7.48	16.6	49.4	2.12	4	11.04	5	4	24	16	18	15	33	21	237.72	15	17	20	27	23	23.5	17	16	465	11	3.7	46	19	59	27	3
chr2	199653489	199653572	0.036	2	4.6	0.72	9.36	7	3	1	2	1.4	2.4	5	10	10	14	18	7	2.24	12	11	7	25	16	12.4	14	8	18	5	2.8	13	15	21	24	2
chr9	139037995	139038317	0.053	6.6	5	1	7	1	1	5	3.08	3	2	6	5	7	5	3	4	6	7	3	6	13	8	1.4	8	6	5	1	3.7	4	5	11	14	2
chr6	151560660	151562754	0.35	8	33.92	73.84	16.72	101.04	4.44	6.44	71.44	8.6	21.36	23	27	27	33	21	15	21.96	56	24	34	29	24	35.9	13	15	39	16	8.3	69	291	23	63	5
chr11	134159663	134160043	0.074	4	6.56	1	8	6.88	3	5	5.04	9	6.8	9	7	7	6	4	6	2	5	8	10	8	11	5.5	5	8	9	7	4.6	18	8	12	12	2
chr15	40364294	40365522	0.101	7	5	6	16.04	4	2	5.52	7	4.44	6	9	8	8	9	8	9	36.08	10	6	11	7	14	6.8	9	9	24	9	8.2	13	10	10	12	3
chr7	703604	703855	0.043	2	9.72	2	13.16	5	2	2	8	3	11	6	11	6	4	7	4	4.44	5	4	10	5	5	0	7	5	6	7	2.8	13	5	12	12	1
chr8	81490218	81491519	0.198	6	7.04	42.16	17	93.16	29.04	2.52	14.6	6.96	3	8	35	12	18	27	9	8	13	14	54	20	17	9.7	7	11	24	6	4.6	47	13	39	11	2
chr1	151795042	151795252	0.04	10.36	4	2	22.84	12.24	1	3	11.32	1	4	3	6	6	9	19	5	1	8	5	8	9	12	2.8	11	4	7	6	1.8	5	5	7	8	1
chr19	17563060	17563633	0.06	5.8	9	1	10	6.52	3.44	3.24	7.04	6.08	3.76	5	6	8	12	8	7	5	7	7	5	6	9	2.8	5	7	4	9	5.5	10	9	3	11	2
chr2	127820827	127823828	0.525	7.2	16.64	4.36	18.44	13.88	3.12	5	13.84	9	6.08	8	222	10	10	23	21	15.04	17	14	15	70	12	5.5	123	10	16	11	4.6	23	27	20	18	5
chr5	178766803	178767360	0.06	3.64	8.92	0.08	7	4	3	5	6	5.52	4.12	5	5	5	6	8	6	2	4	9	4	3	8	1.4	5	6	4	2	5.5	6	6	8	10	2
chr18	23806081	23807164	0.276	5	44.24	71.8	9	98.84	7.44	3	72.52	5.32	31.44	21	55	9	20	21	21	7	33	46	18	41	58	42.8	10	21	13	100	4.6	63	128	22	81	3
chr14	74815955	74816231	0.048	3	71.12	67.92	9.92	126.36	2	5	89.04	8	266.36	8	4	12	18	8	11	10.2	5	17	19	14	33	9.7	9	12	11	9	2.8	49	18	8	13	1
chr5	145582672	145583692	0.571	3	33.08	56.4	8.2	86.04	3	3.96	66.84	10.32	64.56	18	31	23	22	417	17	8	26	25	16	30	42	23.5	26	11	14	16	3.7	75	122	178	20	4
chr1	17424299	17424839	0.046	5	9	3.32	12.16	8.04	4	3	7	8.6	4.96	6	11	8	9	11	7	7.64	12	5	12	13	10	2.8	8	6	8	5	4.6	9	9	15	13	1
chr2	127934009	127934265	0.05	2.68	6.2	4	18.48	15	7	2.24	6	3.72	6.32	8	5	12	6	12	7	29.28	13	7	13	11	12	12.4	9	6	20	12	3.7	33	33	22	12	2
chr12	113498521	113499288	0.065	6.84	6.2	4	7	9	6	4	11.48	5.12	9	6	9	9	8	5	9	3.76	4	11	7	7	10	2.8	6	8	8	5	4.6	7	9	28	9	6
chr17	77118004	77118522	0.113	3	5	2	4.44	2	3	1	9	5.56	5.8	3	3	5	4	6	2	5	9	4	9	6	4	2.8	4	6	3	7	2.8	5	2	7	8	5
chr9	7234166	7234424	0.053	6	6	1	7.36	2	3	6.28	4.08	4	1.96	20	11	27	7	14	11	250.8	14	18	5	25	20	11.1	14	9	173	12	1.8	18	20	94	63	2
chr8	143497178	143500892	0.225	9.8	19.2	6	33.68	19.32	9	7	13.72	6	6.44	18	13	12	11	12	8	20	13	12	18	16	13	9.7	10	13	62	8	12.8	21	18	17	14	6
chr16	75555308	75555591	0.067	2.76	6.48	4	9	4	1	4	4.24	9.48	5	17	18	20	8	19	15	133.2	13	18	5	21	11	9.2	9	15	73	6	5.9	12	15	39	11	1
chr8	141613934	141614182	0.045	7.32	10.12	1.52	13.12	3	2	5	3.44	34.32	55.92	8	8	2	5	6	2	7.96	6	10	8	4	12	2.8	2	10	9	2	8.3	4	1	4	12	2
chr17	47049762	47050053	0.062	4.84	8.12	3.68	15.08	14.96	2	4	10	3.96	9.6	9	37	14	8	28	23	6	7	12	9	117	12	6.9	22	10	16	4	3.7	31	14	15	12	2
chr16	85180409	85180887	0.055	3	7.24	2	6.68	5	5.04	4.28	8.88	5	3	9	10	6	5	11	8	4	5	6	9	9	10	2.8	5	9	6	9	3.7	9	8	19	16	1
chr17	78818375	78820302	0.081	6	13.48	3.92	23.36	9.64	4.2	5	7.52	9	8.48	9	11	6	7	8	11	15.36	10	7	13	11	10	8.3	6	8	20	8	4.6	13	10	9	16	5
chr17	7229508	7229910	0.046	6.6	3.48	3	1	4	3	11.68	5	8	7.56	9	4	5	6	7	3	3	5	3	3	8	6	2.8	3	4	2	7	4.6	7	6	7	11	2
chr1	156106848	156107262	0.108	3.84	6.28	3	5.88	3.4	2	17.32	6	6.96	5.36	7	7	10	8	9	7	111.84	19	14	6	13	11	1.4	10	8	54	9	0.9	14	9	30	7	1
chr12	127147922	127148160	0.056	5.68	2.24	2.32	1	3.68	4	2	1	4	2	13	11	41	12	17	18	188.92	16	21	3	27	20	15.2	11	5	265	11	4.6	20	6	46	18	2
chr1	38600665	38601572	0.054	11.2	5	3.8	13	7	15.52	3	10	10.88	4.12	9	9	5	6	9	9	7	8	8	7	9	14	4.1	7	8	7	8	4.6	11	12	16	12	6
chr7	98971478	98973367	0.513	3	17.68	41.36	12	81.72	3	1	33.4	5	9.56	23	20	17	13	65	13	7	11	16	16	14	21	11.1	11	10	10	12	6.7	52	21	32	18	1
chr16	88868491	88875109	0.847	14	28.44	55.84	23.88	122.52	3	29.08	66.12	15.32	48.28	20	166	34	53	19	11	6	27	27	28	68	19	9.7	8	13	15	308	9.2	53	62	32	27	5
chr12	4243406	4243933	0.068	3	30.4	12.76	35.44	42.76	3.44	2.08	22.32	3	3.64	21	21	16	20	37	15	2	16	31	22	24	14	11.1	199	22	19	11	2.8	31	23	52	18	2
chr2	161348903	161351017	0.481	5.88	35.04	61.88	9.28	95.92	3.68	5.32	47.92	4.04	34.12	26	22	17	21	62	11	9.88	16	17	16	25	17	11.1	13	14	23	15	6	39	53	16	15	4
chr1	2495928	2496806	0.103	4	4	3	14.84	8	3	4	6.4	3	4	5	7	9	7	10	7	4.96	7	8	6	7	8	4.1	5	8	5	5	4.6	10	9	10	13	5
chr1	1440047	1440546	0.067	9.92	8.16	1	8	10.92	1	3	5	6	3.76	12	9	7	8	9	9	67	8	9	9	9	9	5.8	6	8	19	5	7.7	20	7	17	22	6
chr15	74702824	74703083	0.037	3.96	7	1.52	5.96	1	2.72	10	5	6.28	4	4	5	4	4	6	1	3.48	6	2	9	3	4	1.4	7	3	6	1	4.6	5	4	5	9	2
chr3	196264302	196264798	0.056	8.04	3	3	10.76	6	5	4	6	3.12	4	11	13	14	10	12	11	83.28	8	14	9	21	15	9.7	14	16	80	11	5.5	10	5	31	7	3
chr1	228547924	228551076	0.141	7.2	7.76	5	7.84	5	11	4	6	6	5	7	8	8	8	10	4	9	8	9	10	9	10	3.3	8	9	11	9	7.3	10	7	12	12	4
chr20	3800599	3801728	0.396	6	78.04	87.2	11.16	75.12	2	4	149.4	9.64	6.76	45	43	41	21	59	25	242.6	22	23	25	75	39	12.4	46	15	149	74	3.7	95	60	631	34	4
chr17	4699882	4700246	0.082	9.56	12.32	67.2	5.92	57.04	3	3	20.08	4.2	27.72	13	12	9	18	18	10	4	11	9	3	11	29	8.3	6	5	17	6	4.6	70	13	9	15	5
chr13	114591216	114591305	0.036	5	4.36	3.84	8.56	2	1	13.92	2	0.68	3	10	6	2	3	3	3	8	4	2	12	5	4	4.1	5	4	5	7	5.5	9	5	12	5	3
chr5	72815383	72815877	0.1	7.6	8	6.04	15	39.72	1	3	7.2	6	5	17	22	27	15	26	20	288.24	19	18	12	37	25	21	11	16	328	18	5.5	38	25	76	16	3
chr12	125533798	125534621	0.485	5.24	13.56	36.76	11.6	84.2	2	4	17.68	4	5	15	33	32	14	284	13	11.44	19	17	21	27	50	19.3	10	17	20	9	5.6	78	50	36	15	3
chr1	153606033	153607102	0.146	6	272.64	112.84	21.04	76.48	4	5.56	469.44	10	84.24	28	18	44	51	38	27	8.24	44	45	19	89	36	23.5	12	21	21	436	3.7	81	116	28	31	2
chr1	181285834	181286076	0.046	5.08	2.4	2	7.44	5	48	2	4	3	3.12	8	4	3	5	4	9	5	3	7	4	5	9	2.8	4	4	7	6	5.5	2	2	11	11	4
chr7	154663267	154663556	0.064	4	1.96	1	5	3	2	1.48	2	2.08	2.92	9	8	6	4	9	10	4.04	9	4	6	12	8	2.8	5	8	8	6	1.8	9	6	13	9	2
chr22	19984063	19984941	0.053	7.68	17	4	11	7	5	5.2	4.6	8.36	11	6	3	4	6	7	5	9	7	10	5	4	8	4.1	4	8	3	11	6.4	8	5	12	5	6
chr16	70512248	70513348	0.087	6.84	12.52	3.8	16.8	12	3	7.48	10.28	6	4	10	12	10	8	11	7	8.68	14	12	11	8	11	8.3	8	10	10	9	9.2	14	12	8	14	3
chr9	130678501	130679820	0.682	4.12	8.08	41.64	20.36	100.24	20	4	34.28	6	8.32	14	12	8	9	16	12	11	8	13	17	18	26	41.4	10	12	11	24	5.5	37	24	19	16	4
chr9	136507928	136508745	0.067	3.96	6.44	1.12	12.12	4	4	3	6.96	7	2	8	10	5	7	7	4	4	3	5	12	4	11	4.1	6	6	8	8	3.7	7	5	13	7	2
chr17	827964	828161	0.04	6	9.36	5.68	18.4	13.48	1	6.68	7.4	12.04	29.48	10	12	9	9	13	10	5.28	8	6	9	13	8	5.5	7	9	11	8	0.9	15	11	13	11	1
chr1	3120377	3120683	0.051	3	2.6	1	6.96	0.08	4	4	6	4	2.48	3	4	4	8	7	6	4	9	6	5	8	7	2.8	2	6	4	4	7.3	4	1	6	7	1
chr9	74653898	74654281	0.105	6	9	2	11.92	9	1.84	3	12	1.52	2.52	35	17	19	11	30	17	437.08	24	17	15	28	26	8.3	15	19	818	13	5.5	26	23	78	29	1
chr14	103562821	103564055	0.057	7.84	9	2	11.56	8.08	4	3.76	9.6	5.84	5.4	7	6	14	11	15	6	2	10	6	8	10	9	8.8	28	7	5	10	3.7	9	17	13	9	5
chr12	7243273	7243609	0.057	3	7	9	34.08	31.12	3.76	3.68	12	3	6	14	15	13	11	29	11	7	16	19	15	23	18	18	13	12	16	12	6.4	31	21	85	16	1
chr5	134736516	134736967	0.075	10	4	14.04	31.84	26.92	61.68	4	8.64	9	2	9	9	7	5	13	9	4	9	12	6	23	14	5.5	4	7	6	11	3.7	17	6	15	11	3
chr2	60522795	60523035	0.048	4	2.04	2.16	9.56	5	2	4	7	7.16	3.48	14	6	11	8	13	10	106.92	10	19	4	11	9	15.2	9	8	71	8	1.8	19	9	28	14	4
chr19	51058662	51060805	0.49	4.84	9.64	39.72	26.64	113.2	15	2	9.88	10.72	10.08	19	38	16	16	41	17	274.16	16	21	24	40	27	9.7	12	21	67	11	6.4	73	29	85	22	3
chr3	14524783	14525011	0.039	2	3	3	4	1	1.76	9.16	3	6	2.88	7	1	4	11	7	2	12.36	4	3	9	5	6	1.4	4	7	10	6	2.8	10	5	12	7	2
chr13	114834370	114836061	0.099	10.44	8.76	5	13.88	5.16	2	4	8.96	15	9	8	8	64	11	6	7	2.64	7	15	15	9	10	5.5	8	9	10	11	5.5	9	6	10	11	2
chr1	228347771	228348490	0.048	2	3.76	1	6.52	3	5	4	3.12	3.2	3.68	4	9	6	4	6	4	2	6	6	5	4	7	1.4	2	7	3	6	4.6	7	4	5	7	3
chr2	64994845	64995739	0.266	2.88	13.24	41.68	9.88	84.08	8.96	3	31.84	10.72	9.68	13	26	11	18	19	19	10.28	14	18	23	48	15	5.5	15	11	18	12	4.6	32	29	21	15	3
chr1	19045520	19046354	0.09	4	3	3.32	4.8	2.52	17.8	6	4.92	10.84	4.8	6	7	8	8	9	8	5	6	4	7	5	5	8.3	12	5	9	6	11.9	6	6	6	9	4
chr8	109093790	109096264	0.292	5	10	56.2	11.92	137.44	63.32	4	14.84	12.92	4	31	25	30	26	54	17	97.68	33	35	59	49	66	35.9	15	38	144	18	11	134	72	483	22	4
chr7	30810437	30811647	0.36	6	19.72	52.84	11	74.24	4	6.52	31.36	7.12	9.4	9	36	13	10	23	11	16	17	37	18	21	62	23.5	15	13	15	14	3.7	81	35	233	21	3
chr19	13873182	13874494	0.09	2	8	1.64	5	3.36	3	9.28	5	8	7	6	6	9	7	9	11	5	9	6	5	6	5	1.4	5	5	5	8	4.6	7	5	12	10	6
chr6	13328267	13329206	0.243	8	40.92	79.64	7.52	113.28	2.8	4.36	78.48	11	47.2	31	33	15	25	51	13	26.64	19	17	15	22	28	16.6	14	16	16	313	5.5	54	69	21	16	4
chr15	67239027	67239362	0.079	5	3	2	6	2	2	3.8	3.56	3	2	27	17	25	8	32	20	282.48	22	17	11	29	15	16.6	19	16	708	11	4.6	36	15	62	23	3
chr3	46715686	46715978	0.059	11.08	10.56	3.04	4	4	2	5.08	4.88	6	9.4	11	12	6	7	13	7	95.8	7	6	4	12	14	5.5	15	8	22	9	5.5	17	10	31	8	4
chr3	128782756	128783263	0.063	6.68	4	2	6.36	5	4.32	1	6.76	7	3.52	11	7	8	7	9	3	5	5	5	2	8	8	4.1	4	6	5	6	5.5	6	8	7	9	3
chr2	114030629	114031040	0.12	6.6	6.52	5	12	26.48	21.2	1	10	10.96	8.12	12	12	10	18	14	9	75.36	11	13	21	14	21	24.9	7	10	39	6	12.8	35	32	33	13	4
chr1	23082572	23082848	0.046	5	5.2	3	11	2	2	1	4.64	4	2.76	7	7	8	3	6	4	4	7	5	3	4	6	2.8	5	3	9	2	1.8	3	4	13	6	1
chr20	60328383	60328674	0.041	4	6.64	3	14.44	7.92	6	4	3.36	3.8	2	7	16	10	6	10	11	2	6	4	4	28	7	6.9	9	8	6	9	1.8	11	9	9	10	4
chr19	19454143	19454693	0.045	3	7	6	10	3.32	4	15.68	6.36	8	8.04	5	7	3	3	9	7	13.76	4	5	6	6	11	2.8	8	6	7	4	5.5	7	7	10	17	6
chr15	43662494	43664037	0.414	13.04	38.64	97.72	14.32	82.4	2	4	92.48	14.64	46.52	21	27	18	18	27	19	133.64	25	24	18	28	28	19.3	11	15	15	140	5.5	107	71	38	34	5
chr2	210315983	210316258	0.051	4	12.56	9.92	15	36.8	4.4	4	14.84	7	3	11	32	93	15	25	15	6	14	16	30	22	19	11.1	11	16	15	10	3.7	19	23	27	16	5
chr19	33714370	33714760	0.048	7	3	3	2	1	6.84	5	5	6	4	5	4	4	6	6	7	1	6	4	3	3	8	1.4	2	4	3	6	4.6	7	4	4	5	2
chr16	89080155	89080714	0.043	3	4	2	6.8	2.76	5.52	2	7	9.24	4	5	8	5	9	8	3	4.76	7	4	6	8	11	1.4	6	7	6	6	6.4	8	6	6	8	2
chr6	33860237	33860992	0.068	2.92	5	2	4.8	2	3.32	3.4	1.8	3	2.64	8	5	6	8	7	10	3	4	10	4	6	7	4.1	3	12	5	3	2.8	9	8	5	8	1
chr21	43174527	43175334	0.107	4.52	10.48	2	30.48	16.08	6	5.44	9.28	10.44	10.28	7	11	10	9	11	10	12.64	10	10	20	8	13	5.5	12	13	18	6	5.5	25	8	12	12	4
chr8	111073245	111073489	0.049	1	6	11.52	13.96	32.12	4	3	13.88	3	0.4	8	14	10	15	14	8	4.24	18	22	20	18	16	19.1	11	14	10	10	1	15	32	17	18	2
chr16	3787250	3787514	0.049	3	7	2	6.04	6.2	1	4.2	5	5.08	10.88	6	12	7	3	5	9	3	9	9	5	5	3	2.8	6	8	3	2	0	11	5	13	12	2
chr10	134651453	134652266	0.086	6.48	5.76	2.84	5	2	5.48	3	6	3	4.44	5	9	5	5	6	8	12.24	6	5	6	5	5	1.4	3	8	13	9	19.3	6	4	9	10	1
chr11	121326105	121326241	0.036	1	7.44	1	7.28	6.68	4	2.32	6	7.24	46	5	5	4	3	7	5	4	2	4	7	4	5	1.4	8	8	9	6	0.9	7	5	6	7	1
chr22	24584670	24587696	0.565	6	12.16	4	25.04	9.68	6	5	8.88	6.4	5	20	15	20	20	18	22	429.84	24	23	22	32	23	8.3	14	17	648	10	4.6	42	24	68	19	4
chr17	44321205	44321753	0.08	10.28	8	6	15.56	37.28	30.96	7.28	9.2	16.88	9.92	6	6	4	5	5	3	8.56	2	3	3	6	3	0	4	3	3	5	14.1	7	6	6	3	1
chr7	157078866	157079283	0.103	14	5	2.48	2.8	1	3	2	4	2	2	7	12	5	1	5	9	8.36	9	9	3	12	11	4.3	9	6	7	7	2.1	10	6	10	9	2
chr21	42417721	42417803	0.036	4.4	5	3	8.44	3.68	0.04	1	3	2.72	0.36	15	23	4	9	15	11	156.16	9	18	12	23	14	12.4	14	5	143	9	1.8	11	11	45	11	4
chr6	31731380	31731701	0.056	2	12.08	2	19.72	13.72	5	4.88	9	8.2	4.36	17	15	13	48	9	8	9.76	10	12	10	53	15	5.5	6	11	15	11	10.1	23	22	15	9	2
chr5	63257557	63257795	0.038	4	2.2	29.16	12.36	83.04	29.64	1	8	4	4	10	7	9	13	8	8	5.08	11	11	16	10	14	9.7	10	6	10	8	3.7	43	13	21	12	2
chr20	61295716	61296278	0.04	2.92	7	3	4	1	6.36	5	9.48	12	2.92	6	11	2	5	8	7	19.4	6	6	5	6	9	0	7	4	11	3	7	6	3	12	8	2
chr12	113840563	113840709	0.039	2.84	3.84	3.56	5.44	2.04	4	0.84	7	3	2	5	4	9	4	7	9	5	3	6	3	7	4	2.8	5	4	6	6	4.6	4	4	11	12	1
chr5	133343124	133344062	0.238	8	11	6.28	32.56	29.92	5	4.44	6	7	8.52	13	11	11	11	21	9	4	10	13	11	19	11	19.3	11	12	9	7	5.5	18	18	14	165	4
chr17	32688521	32688893	0.085	3	3	2.08	8	5	3	2.8	5	2	2.12	31	21	39	23	28	21	540.72	25	24	8	51	27	20.7	21	30	878	12	3.7	45	29	119	39	3
chr9	34397454	34397990	0.064	6	6	1.08	2	3.4	3	3.32	8	8	4.84	6	4	4	6	7	3	2	5	7	3	5	7	1.4	4	8	10	6	5.5	6	7	8	7	4
chr8	11601536	11602063	0.056	2	4	3	14.68	14.68	8	3	9	9	5.28	11	12	9	11	11	7	35.6	15	8	14	9	23	6.9	10	11	21	7	2.8	19	11	14	14	4
chr15	97778571	97778922	0.098	3.96	2.36	4	6.24	11.88	4.6	1	3	3	3.8	20	22	19	11	20	19	211.56	18	16	9	29	27	6.9	23	12	474	15	7.3	48	13	55	18	2
chr12	127939586	127941241	0.425	9	4	27.52	14.84	74.4	38.12	4	10.76	5	3.84	12	15	12	10	15	10	66.72	6	13	11	17	9	5.5	7	8	44	9	3.7	22	23	37	16	5
chr8	120651037	120651321	0.061	11.64	6	23.52	7.8	85.4	1	2	7.68	5	6.92	12	12	47	17	22	7	4.76	16	14	6	14	18	22.1	14	13	15	10	3.7	33	27	8	20	2
chr12	57630758	57631035	0.05	5	3.04	4	18.2	12.68	87.4	4.44	3	23.32	5.84	11	5	6	6	8	16	6.28	8	10	13	6	8	4.1	4	13	4	5	5.5	12	6	7	10	4
chr15	79327675	79327981	0.051	4	7	1	17.96	17.48	6.56	3	3.92	3	4.84	5	11	12	10	16	15	77.32	13	10	17	27	11	4.1	11	12	28	5	4.6	17	15	22	13	1
chr22	41809373	41810752	0.31	8.92	44.72	46.08	31.36	97.36	5.56	4	45.76	5	17.88	11	34	61	13	25	14	9.96	17	17	22	32	20	8.3	14	14	16	11	4.6	45	41	24	15	4
chr5	177422082	177422613	0.043	5.48	4.32	3	7.92	2.16	5	2	2	1.6	1	6	11	3	3	5	6	4	5	4	7	5	8	2.8	1	4	3	6	2.8	7	5	7	10	1
chr17	2299578	2306115	0.911	5.76	84.72	64.64	46.32	157.28	6.32	10	125.92	17.32	78.56	19	258	124	66	61	31	16.4	36	58	26	141	58	49.7	31	53	12	19	7.3	158	107	26	99	4
chr8	70858480	70858704	0.048	7	5	4	12	3	1.32	2	2.12	1.04	1	28	21	19	15	23	22	115.48	21	22	3	35	25	18	48	19	460	14	3.7	40	11	47	22	2
chr9	37466382	37466732	0.071	3.32	114.12	51.24	11.04	119.52	2	3	196.52	1	1	13	35	15	35	36	14	4	31	47	12	15	28	26.3	16	16	18	12	3.7	50	136	23	17	3
chr6	166217898	166219483	0.144	4.84	6	12.84	13.88	65.96	37.44	3	10.4	6	3	14	32	9	12	16	9	11	13	15	17	13	10	12.4	13	8	11	12	5.5	18	23	10	12	4
chr22	24114506	24116416	0.366	6	10.12	29.56	23.96	127.76	41.72	5	15.88	9	4.04	15	36	14	12	22	9	10.24	15	18	18	16	15	8.3	12	10	11	10	7.3	35	23	16	16	7
chr3	50160021	50165018	0.176	8	18.2	6	33.84	20.88	6	6.56	15.96	11	10.32	9	15	13	7	23	11	10.48	11	11	17	15	17	11.1	15	8	14	10	9.2	16	20	17	21	5
chr2	227657101	227657344	0.042	6.68	27.2	14.6	18.2	48.96	1	6	22.28	4.28	25.56	11	5	6	12	15	7	3	8	10	4	13	9	1.4	6	10	11	9	1.8	22	15	15	12	1
